SKU;SEGUIMENTO;Categoria;TIPO;Fornecedor;Descrição / Aplicação;"Código Do 
Fornecedor";" CMV 
Unitário ";"Altura
(cm)";"Comprimento
(cm)";"Largura
(cm)";Peso
93006;AUTOMOTIVO;KIT AMORTECEDOR;SIMPLES;;KIT AMORTECEDOR DIANTEIRO FIESTA KA;;;;;;
93007;AUTOMOTIVO;COXIM AMORTECEDOR;SIMPLES;;KIT AMORTECEDOR TRASEIRO FIESTA KA;; R$ -   ;;;;
98025;AUTOMOTIVO;COXIM AMORTECEDOR;SIMPLES;;KIT AMORTECEDOR DIANTEIRO CITY NEW FIT;; R$ -   ;;;;
99008;AUTOMOTIVO;COXIM AMORTECEDOR;SIMPLES;;KIT AMORTECEDOR TRASEIRO CLIO 2000 EM DIANTE;; R$ -   ;;;;
100293;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;Kit Articulador Alavanca Câmbio Up Polo Golf;; R$ -   ;;;;
102011;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Lado Esquerdo Alfa Romeu 145 1995 A 1999;;  ;;;;
110601;AUTOMOTIVO;;;;;;;;;;
110907;AUTOMOTIVO;Cabo de Câmbio;SIMPLES;Importação;Cabo De Câmbio Mercedes Benz 1720 2765mm;; R$ -   ;;;;
110914;AUTOMOTIVO;Cabo Câmbio;SIMPLES;Importação;Cabo Do Trambulador Sprinter Cdi 313 2004 A 2019;;  ;;;;
111288;AUTOMOTIVO;Cabo de Capô;SIMPLES;MundiFlex;Cabo De Capô Sem Alavanca Amarok 2010 Em Diante;; R$ -   ;;;;
111301;AUTOMOTIVO;Cabo Embreagem;SIMPLES;Importação;Cabo De Embreagem Toyota Etios 1.3/1.5 16v 2012/2013... Novo;; R$ 17,00 ;;;;
112001;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Traseira Uno Cs S Sx 1984 A 1996;; R$ 32,37 ;;;;
112002;AUTOMOTIVO;BANDEJA;SIMPLES;SPARE;Bandeja Traseira Fiorino  1985 Até 2004;; R$ -   ;;;;
112004;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bracinho Oscilante Com Pivô Sem Bucha Fiat Panorama;; R$ 11,00 ;;;;
112005;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bracinho Oscilante Com Pivô Uno 2002 A 2011;; R$ -   ;;;;
112006;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Tensor Direito Com Terminal Uno Mille 1985 A 2004;; R$ 15,50 ;;;;
112007;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Tensor Esquerdo Com Terminal Elba 1985 A 2004;;  ;;;;
112008;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Tensor Direita Sem Terminal Uno Fase I 2004 A 2013;; R$ 15,50 ;;;;
112009;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Tensor Esquerda Sem Terminal Uno Mille 1985 A 2004;; R$ 20,88 ;;;;
112010;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direito Fiat Tempra Sw;; R$ 65,00 ;;;;
112011;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Fiat Tempra Sw 1995 A 2003;; R$ 85,52 ;;;;
112012;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direito Fiat Coupe;; R$ 65,00 ;;;;
112013;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Fiat Marea Weekend 1999 A 2008;; R$ 65,00 ;;;;
112016;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA DIANTEIRA ESQUERDA TEMPRA 1992 A 1999 SEM PIVÔ;; R$ -   ;;;;
112017;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA DIANTEIRA DIREITA TEMPRA 1992 A 1999 SEM PIVÔ;; R$ -   ;;;;
112022;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja  Direita Palio 1996 Á 2001 Sem Pivô;;  ;;;;
112023;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja  Esquerda Palio 1996 Á 2001 Sem Pivô;; R$ 22,00 ;;;;
112024;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Siena 1997 Á 2001 Com Pivô;; R$ 67,02 ;;;;
112025;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja  Esquerda Palio 1996 Á 2001  Com Pivô;; R$ -   ;;;;
112028;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Siena  1997 Á 2001 Sem Pivô;;  ;;;;
112029;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Palio 1996 Á 2001 Sem Pivô;;  ;;;;
112030;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Siena 1997 Á 2001 Com Pivô;;  ;;;;
112031;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerdo Palio 1996 Á 2001 Com Pivô;;  ;;;;
112048;AUTOMOTIVO;;;;;;;;;;
112049;AUTOMOTIVO;;;;;;;;;;
112052;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Sem Pivô Palio Weekend 2005 A 2019;; R$ 53,17 ;;;;
112053;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Sem Pivô Idea Elx 2005 A 2016 Motor 1.4;; R$ 44,17 ;;;;
112056;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Sem Pivô Idea Hlx 2005 A 2016 Motor 1.8;; R$ 53,17 ;;;;
112057;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Sem Pivô Strada 2005 A 2008 Motor 1.8;;  ;;;;
112058;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Com Pivô Direita Com Pivô Idea Elx 2005 A 2016;; R$ 81,73 ;;;;
112059;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Strada 2005 A 2008;; R$ 81,73 ;;;;
112062;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Com Pivô Direita Fiorino 2014 Em Diante;;  ;;;;
112063;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Fiorino 2014 Em Diante;;  ;;;;
112064;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR DIREITA COM PIVÔ STRADA 1998 A 2000;; R$ -   ;;;;
112065;AUTOMOTIVO;Pastilha Freio;SIMPLES;SPARE;BANDEJA INFERIOR ESQUERDA COM PIVÔ STRADA 1998 A 2000;; R$ -   ;;;;
112074;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Com Pivô Palio Weekend Adventure2005 A 2008;; R$ 69,17 ;;;;
112075;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Com Pivô Palio Weekend Adventure Locker ;; R$ 69,17 ;;;;
112090;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Ambos Os Lados Bravo Sem Pivô 2011 Á 2014;;  ;;;;
112092;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Stilo 2002 A 2011 Com Pivô;; R$ -   ;;;;
112093;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Stilo 2002 A 2011 Com Pivô;; R$ -   ;;;;
112100;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Sem Pivô Punto 2006 A 2014;; R$ 66,21 ;;;;
112101;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Sem Pivô Punto 2006 A 2014;; R$ 66,21 ;;;;
112102;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Com Pivô Fiat Punto 2006 A 2014;; R$ 78,21 ;;;;
112103;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Com Pivô Fiat Punto 2006 A 2014;; R$ 78,21 ;;;;
112104;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;MOBI 17/, PALIO ATTRACTIVE 1.0, 1.4 12/, UNO VIVACE 12/ - LD sem barra estabilizadora;;;;;;
112105;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;MOBI 17/, PALIO ATTRACTIVE 1.0, 1.4 12/, UNO VIVACE 12/ - LE sem barra estabilizadora;;;;;;
112106;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Com Pivô Mobi 2016 Em Diante;; R$ 56,08 ;;;;
112107;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Com Pivô Grand Siena 2012 Em Diante;; R$ 69,17 ;;;;
112108;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Sem Pivô Uno Vivace 2010 Em Diante;;  ;;;;
112109;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Sem Pivô Uno Vivace 2010 Em Diante;; R$ 22,00 ;;;;
112113;AUTOMOTIVO;;SIMPLES;;;;;;;;
112114;AUTOMOTIVO;;SIMPLES;;;;;;;;
112115;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Sem Pivô Esquerda Toro  2018 À 2020;;  ;;;;
112116;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Ambos Lados Renegade Sem Pivô 2015 A 2020;;  ;;;;
112117;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Com Pivô Compass 4x4 2015 A 2020;;  ;;;;
112118;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Com Pivô Toro 4x4 2016 A 2020;;  ;;;;
112120;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA DIANTEIRA DIREITA SEM PIVÔ DUCATO 1994 A 2009;;;;;;
112121;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA DIANTEIRA ESQUERDA SEM PIVÔ DUCATO 1994 A 2009;;;;;;
112124;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Inferior Esq Strada 2020 Á 2022 Com Pivô;; R$ -   ;;;;
112125;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Inferior Esq Strada 2020 Á 2022 Com Pivô;; R$ -   ;;;;
112126;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Com Pivô Idea Elx 2005 A 2016;;  ;;;;
112127;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Idea Elx 2005 A 2016;;  ;;;;
112132;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Com Pivô Punto 2008 A 2017;;  ;;;;
112133;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Com Pivô Linea 2008 A 2016;;  ;;;;
205051;AUTOMOTIVO;;SIMPLES;;;;;;;;
221142;AUTOMOTIVO;Cabo de Capô;SIMPLES;MundiFlex;Cabo De Capô Com Alavanca 1623mm Palio 2008 A 2012;; R$ 12,48 ;;;;
222010;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Oscilante Direito Sem Bucha Apollo 1990 A 1992;; R$ 21,00 ;;;;
222011;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Oscilante Esquerdo Sem Bucha Escort 1983 A 1996;;  ;;;;
222014;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Direita Com Pivô Ranger 1998 A 2011;; R$ 60,52 ;;;;
222015;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Esquerda Com Pivô Ranger 1998 A 2011;; R$ 60,52 ;;;;
222016;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA SUPERIOR DIREITA COM PIVÔ RANGER 2012 A 2022;;;;;;
222017;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Esquerda Com Pivô  Ranger 2012 A 2022;; R$ -   ;;;;
222020;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direito Ka 1997 Á 1999 Sem Pivô;; R$ 52,85 ;;;;
222021;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Ka Sem Pivô 1996 Á 2007;;  ;;;;
222022;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direito Ka Com Pivô;;  ;;;;
222023;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerdo Ka Com Pivô;;  ;;;;
222028;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA FIESTA 94/95 (importado), KA 00/07 - chapa simples, direção hidraúlica  D/E;;;;;;
222030;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Chapa Simples Direito Fiesta Sem Pivô;;  ;;;;
222031;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direito Chapa Simples Courier Sem Pivô;; R$ 22,00 ;;;;
222032;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA DIANTEIRA DIREITA COM PIVÔ COURIER 2000 A 2003;; R$ -   ;;;;
222033;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Com Pivô Fiesta 2000 A 2003;; R$ -   ;;;;
222037;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Ambos Os Lados Chapa. D Fiesta Street;;  ;;;;
222051;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerdo Fiesta Sem Pivô 2003 Á 2009;;  ;;;;
222052;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direito Ecosport Sem Pivô 2003 Á 2011;;  ;;;;
222053;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Com Pivô Ecosport 2003 A 2011;; R$ 63,66 ;;;;
222054;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Com Pivô Fiesta 2003 A 2009;;  ;;;;
222061;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerdo Ka Direção Hidráulica 08 Á 13;;  ;;;;
222062;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direito Ka Direção Hidráulica  08 Á 13;;  ;;;;
222063;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerdo Ka Direção Hidráulica Pivô 08 A 13;;  ;;;;
222064;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direito Ka Direção Hidráulica Pivô 08 Á 13;; R$ 50,16 ;;;;
222067;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR DIREITA SEM PIVÔ FOCUS 1999 A 2008;; R$ -   ;;;;
222068;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR ESQUERDA SEM PIVÔ FOCUS 1999 A 2008;; R$ -   ;;;;
222069;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR DIREITA COM PIVÔ FOCUS 1999 A 2008;; R$ -   ;;;;
222070;AUTOMOTIVO;Pastilha Freio;SIMPLES;SPARE;BANDEJA INFERIOR ESQUERDA COM PIVÔ FOCUS 1999 A 2008;; R$ -   ;;;;
222072;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Fiesta 2008 A 2014 Lado Direito Sem pivô;; R$ 22,00 ;;;;
222073;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Fiesta 2008 A 2014 Lado Esquerdo Sem pivô;;  ;;;;
222074;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerdo Ecosport Sem Pivô;;  ;;;;
222075;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direito Ecosport Sem Pivô;;  ;;;;
222076;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direito Ecosport Com Pivô 2012 Em Diante;;  ;;;;
222077;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerdo Ecosport Com Pivô;;  ;;;;
222080;AUTOMOTIVO;;SIMPLES;;;;;;;;
222081;AUTOMOTIVO;;SIMPLES;;;;;;;;
222082;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA DIANTEIRA DIREITA KA 2014 A 2020 COM PIVÔ;; R$ -   ;;;;
222083;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda New Fiesta 2011 A 2018 Com Pivô;; R$ -   ;;;;
222090;AUTOMOTIVO;;SIMPLES;;;;;;;;
222091;AUTOMOTIVO;;SIMPLES;;;;;;;;
222092;AUTOMOTIVO;;SIMPLES;;;;;;;;
222093;AUTOMOTIVO;;SIMPLES;;;;;;;;
222094;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Traseira Direita Fusion 2006 A 2009;;  ;;;;
222096;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA SUPERIOR DIREITA COM PIVÔ FUSION 2007 A 2012;;;;;;
222097;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA SUPERIOR ESQUERDA COM PIVÔ FUSION 2007 A 2012;;;;;;
222098;AUTOMOTIVO;;SIMPLES;;;;;;;;
222099;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR TRASEIRA AMBOS LADOS ESCORT ATÉ 1992;; R$ -   ;;;;
222102;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Com Pivô Focus 2009 A 2012;; R$ -   ;;;;
222103;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Focus 2009 A 2012;; R$ -   ;;;;
222104;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Fiesta 2008 A 2014 Lado Direito Com pivô;; R$ 63,66 ;;;;
222105;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Fiesta 2008 A 2014 Lado Esquerdo Com pivô;;  ;;;;
222108;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Da Suspensão Inferior Fusion 2006 A 2012;; R$ -   ;;;;
222109;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Curvo Direito Dianteiro Com Pivô Fusion 2007 A 2012;; R$ -   ;;;;
222110;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BRAÇO CURVO TRASEIRO BUMERANGUE FUSION 2006 A 2012;; R$ -   ;;;;
222111;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BRAÇO CURVO TRASEIRO BUMERANGUE FUSION 2006 A 2012;; R$ -   ;;;;
222203;AUTOMOTIVO;Cabo de Freio;SIMPLES;MundiFlex;Cabo De Freio Dianteiro Journey 2009 A 2016;; R$ 40,22 ;;;;
222308;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Com Pivô Edge 2008 A 2015;;  ;;;;
222309;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Com Pivô Edge 2008 A 2015;;  ;;;;
222310;AUTOMOTIVO;Pastilha Freio;SIMPLES;SPARE;BANDEJA INFERIOR ESQUERDA SEM PIVÔ FOCUS 2009 A 2012;; R$ -   ;;;;
222311;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR DIREITA SEM PIVÔ FOCUS 2009 A 2012;; R$ -   ;;;;
222312;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR DIREITA COM PIVÔ FOCUS 2013 A 2018;; R$ -   ;;;;
222313;AUTOMOTIVO;Pastilha Freio;SIMPLES;SPARE;BANDEJA INFERIOR ESQUERDA COM PIVÔ FOCUS 2013 A 2018;; R$ -   ;;;;
222314;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;BANDEJA INFERIOR DIREITA SEM PIVÔ FOCUS 2013 A 2018;; R$ -   ;;;;
222315;AUTOMOTIVO;Pastilha Freio;SIMPLES;SPARE;BANDEJA INFERIOR ESQUERDA SEM PIVÔ FOCUS 2013 A 2018;; R$ -   ;;;;
225051;AUTOMOTIVO;Cabo Câmbio;SIMPLES;Importação;Cabo De Marcha Hyundai Hr 2005 A 2012;; R$ 85,00 ;;;;
225052;AUTOMOTIVO;Cabo Câmbio;SIMPLES;Importação;Cabo De Marcha Engate E Seleção Hyundai Hr 2013 Em Diante;;  ;;;;
226009;AUTOMOTIVO;Cabo Embreagem;SIMPLES;Importação;Cabo De Embreagem Sandero 2004 Em Diante 1.6 16v;; R$ -   ;;;;
226102;AUTOMOTIVO;Cabo de Acelerador;SIMPLES;Importação;Cabo De Acelerador Clio I I Motor 1.0 1.6 16v;; R$ -   ;;;;
226103;AUTOMOTIVO;Cabo de Acelerador;SIMPLES;Importação;Cabo De Acelerador Scenic 1996 Em Diante 1.6 2.0;; R$ -   ;;;;
226106;AUTOMOTIVO;Cabo de Acelerador;SIMPLES;Importação;Cabo De Acelerador Clio I I 1999 Em Diante 1.0 8v;; R$ -   ;;;;
227200;AUTOMOTIVO;Cabo Embreagem;SIMPLES;Importação;Cabo De Embreagem 206 1.0 16v Chassi .../9456 - Reg. Manual;; R$ 15,00 ;;;;
227201;AUTOMOTIVO;Cabo Embreagem;SIMPLES;Importação;Cabo Embreagem (regulagem Manual) Peugeot 206 1999 Em Diante;; R$ 15,00 ;;;;
227203;AUTOMOTIVO;Cabo Embreagem;SIMPLES;Importação;Cabo De Embreagem Peugeot 206 Até 03 1.1 1.3 1.6 Reg Manual;; R$ 15,00 ;;;;
227205;AUTOMOTIVO;Cabo Embreagem;SIMPLES;Importação;Cabo De Embreagem 206 1.0 16v D4d 1060mm Regulagem Manual;; R$ 15,00 ;;;;
227206;AUTOMOTIVO;Cabo Embreagem;SIMPLES;Importação;Cabo De Embreagem Peugeot 206 1.1 / 1.3 / 1.6 Chassi 9683/..;; R$ 15,00 ;;;;
229012;AUTOMOTIVO;Cabo de Velocímetro;SIMPLES;Importação;Cabo De Velocímetro Mitsubishi L200 Sport 2003 Em Diante;; R$ 3,00 ;;;;
229051;AUTOMOTIVO;Cabo de Acelerador;SIMPLES;Importação;Cabo De Acelerador Mitsubishi L200 Sport 2003 Em Diante;; R$ 15,00 ;;;;
302011;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Da Suspensão Esquerdo Corsa Classic Sem Pivô;;  ;;;;
330074;AUTOMOTIVO;AMORTECEDOR SUSPENSÃO;SIMPLES;SPARE;PAR AMORTECEDOR DIANTEIRO FIESTA 1996 A 2001;;;;;;
330100;AUTOMOTIVO;;SIMPLES;;;;;;;;
330101;AUTOMOTIVO;;SIMPLES;;;;;;;;
330112;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Par Bandeja Inferior Traseira Escort Até 1992;; R$ -   ;;;;
330178;AUTOMOTIVO;;SIMPLES;;;;;;;;
330179;AUTOMOTIVO;;SIMPLES;;;;;;;;
330214;AUTOMOTIVO;AMORTECEDOR SUSPENSÃO;SIMPLES;SPARE;Par Amortecedor  Dianteiro Kangoo 1999 A 2012;; R$ -   ;;;;
330233;AUTOMOTIVO;AMORTECEDOR SUSPENSÃO;SIMPLES;SPARE;Par Amortecedor  Dianteiro Megane Grand Tour 2006 A 2010;; R$ -   ;;;;
330254;AUTOMOTIVO;;SIMPLES;;;; R$ -   ;;;;
330314;AUTOMOTIVO;AMORTECEDOR SUSPENSÃO;SIMPLES;SPARE;Par Amortecedor Dianteiro Sandero Logan;;;;;;
330351;AUTOMOTIVO;;SIMPLES;;;; R$ -   ;;;;
331050;AUTOMOTIVO;;SIMPLES;;;; R$ -   ;;;;
331051;AUTOMOTIVO;;SIMPLES;;;; R$ -   ;;;;
332000;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Direita Sem Pivô Chevy 500 1984 A 1995;; R$ -   ;;;;
332001;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Sem Pivô Marajó 1973 A 1993;; R$ -   ;;;;
332002;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Direito Sem Pivô Chevy 500 1984 À 1995;; R$ 29,06 ;;;;
332003;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Superior Esquerda Chevrolet Chevette;; R$ 22,00 ;;;;
332005;AUTOMOTIVO;;SIMPLES;;;;;;;;
332006;AUTOMOTIVO;;SIMPLES;;;;;;;;
332007;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Direita Inferior Sem Pivô Kadett 1989 A 1998;;  ;;;;
332008;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Esquerda Inferior Sem Pivô Kadett 1989 A 1998;;  ;;;;
332010;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Da Suspensão Direito Corsa Wagon Sem Pivô 1995 A 1997;;  ;;;;
332011;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Suspensão Esquerdo Corsa Wagon Sem Pivô 1995 A 1997;;  ;;;;
332014;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Da Suspensão  Corsa Classic Sem Pivô 98 A 2016;;  ;;;;
332015;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Da Suspensão Esquerdo Celta Sem Pivô 2000 A 2015;;  ;;;;
332016;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Da Bandeja Direito Corsa Wagon Com Pivô 1995 A 1998;;  ;;;;
332017;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Braço Suspensão Esquerdo Corsa Pick Up Com Pivô 1994 A 1998;;  ;;;;
332022;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Direita Monza 1991 A 1996 Com Pivô;; R$ -   ;;;;
332023;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Esquerda Monza 1991 A 1996 Com Pivô;; R$ -   ;;;;
332024;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Dianteira Ambos Lados Monza 1991 A 1996 Sem Pivô;; R$ -   ;;;;
332042;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Morceguinho Lado Direito Corsa 1994 A 1998;;  ;;;;
332043;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Morceguinho Lado Esquerdo Corsa 1994 A 1998;;  ;;;;
332052;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Morceguinho Dianteiro Classic Lado Direito 2004 A 2015;; R$ 13,75 ;;;;
332053;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Morceguinho Dianteiro Classic Lado Esquerdo 2004 A 2015;; R$ 15,00 ;;;;
332056;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Morceguinho Dianteira Direita Agile 2010 A 2014;; R$ 15,75 ;;;;
332057;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Morceguinho Dianteiro Esquerdo Montana 2011 A 2016;;  ;;;;
332065;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Inferior Esquerda Sem Pivô Montana 2003 A 2010;;  ;;;;
332066;AUTOMOTIVO;Bandeja;SIMPLES;SPARE;Bandeja Infeiror Direita Sem Pivô Meriva 2003 A 2012;;  ;;;;
